Timestamp,Hours,Date,Day,Month,Title,URL,Views
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,BINI | 'Unang Kilig' Official Lyric Video,https://www.youtube.com/watch?v=bG4DW7r6Ek4,209753
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,BINI | 'Unang Kilig' Official Music Video,https://www.youtube.com/watch?v=-p6gkXM3sac,1123911
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,BINI | 'Honey Honey' Official Lyric Video,https://www.youtube.com/watch?v=EKAk17_N1Jo,403978
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,BINI | ’Bikini’ Moving Dance Practice,https://www.youtube.com/watch?v=okBJcrtYOPo,1011767
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,BINI | ’Bikini’ Dance Practice,https://www.youtube.com/watch?v=xfNUsnBryfA,1854188
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,BINI | ‘Paruparo’ Official Video,https://www.youtube.com/watch?v=91e-X3BZ_B8,294076
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,BINI | ’Paruparo’ Official Live Performance Video,https://www.youtube.com/watch?v=fIqadIJDhn4,469635
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,BINI | ’Katabi’ Official Live Performance Video,https://www.youtube.com/watch?v=StJXunEzsto,1018692
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,BINI | ’Infinity’ Official Live Performance Video,https://www.youtube.com/watch?v=GG1D6ZxY-IQ,945374
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,BINI | ’Bikini’ Official Live Performance Video,https://www.youtube.com/watch?v=QutpP4_ulKE,1169432
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,BINI | ‘First Luv’ Official Performance Video,https://www.youtube.com/watch?v=xVQ1wIIRNoE,501767
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,BINI | ‘First Luv’ Official Music Video,https://www.youtube.com/watch?v=P9cMi4PdHYE,3602744
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,YOU DID IT (Live at The Cozy Cove) - KAIA,https://www.youtube.com/watch?v=VpvCC4gXOno,99369
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,KAIA 'TANGA' Official Music Video,https://www.youtube.com/watch?v=jY5--PXuAx0,854717
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,KAIA ‘TANGA’ Official Lyric Video,https://www.youtube.com/watch?v=N6bh_gBcels,231164
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,KAIA 'Walang Biruan' Official Music Video,https://www.youtube.com/watch?v=i7b-r5yszw0,478841
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,YARA 'Sabi Ko Na' Official Lyric Video,https://www.youtube.com/watch?v=SSotUEOZl-0,5053
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,Press Hit Play - Pansamantala [Official Music Film],https://www.youtube.com/watch?v=rsY7Ol5IZV8,163198
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,1621 - 'Bababa' Official Performance Video,https://www.youtube.com/watch?v=xnF_k0t2OZo,500793
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,G22 - 'Pa-Pa-Pa-Palaban' Official MV,https://www.youtube.com/watch?v=2qWput7UA7c,1386452
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,G22 - 'Pa-Pa-Pa-Palaban' (Official Lyric Visualizer),https://www.youtube.com/watch?v=q35eF4UdQiQ,73302
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,G22 - 'Pa-Pa-Pa-Palaban' Performance MV,https://www.youtube.com/watch?v=xzBu4XMM6gU,649931
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,"KAIA performs ""Walang Biruan"" LIVE on Wish 107.5 Bus",https://www.youtube.com/watch?v=iqySVDyhTVs,88969
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,BINI | 'Blink Twice' Official Music Video,https://www.youtube.com/watch?v=PlySXiQDGsM,23652994
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,#BINI : Pantropiko Performance Video | BINI,https://www.youtube.com/watch?v=Zx31bB2vMns,119756866
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,"BINI | 'Salamin, Salamin' Official Music Video",https://www.youtube.com/watch?v=J1Ip2sC_lss,93802878
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,"BINI : ‘Salamin, Salamin’ Dance Practice",https://www.youtube.com/watch?v=lY87lr0twyk,31472879
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,BINI | 'Cherry On Top' Official Music Video,https://www.youtube.com/watch?v=wufUX5P2Ds8,58393365
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,Karera Official Music Video | BINI,https://www.youtube.com/watch?v=QNV2DmBxChQ,34338593
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,BINI - 'TOP' Official Music Video,https://www.youtube.com/watch?v=FjV1yHuNFMk,6760942
2026-04-09 00:13:30,2026-04-09 01:00:00,2026-04-09,Thursday,2026-04-01,Strings Official Music Video | BINI,https://www.youtube.com/watch?v=OGBS-8IsPJ0,12542396
